Date,Open,High,Low,Close,Adj Close,Volume,TSX,TSX_Open,TSX_High,TSX_Low,TSX_Close,TSX_Adj Close,TSX_Volume
19-04-03,8.820000,9.000000,8.730000,8.760000,8.760000,1579200,,16296.000000,16338.000000,16244.500000,16279.900391,16279.900391,224154600
19-04-04,8.820000,8.890000,8.620000,8.740000,8.740000,1399400,,16290.000000,16311.599609,16249.900391,16311.599609,16311.599609,189917700
19-04-05,8.840000,8.910000,8.770000,8.850000,8.850000,1253700,,16337.900391,16396.199219,16330.200195,16396.199219,16396.199219,170618000
19-04-08,8.900000,8.910000,8.680000,8.720000,8.720000,1204000,,16373.099609,16407.300781,16326.700195,16407.300781,16407.300781,207573900
19-04-09,8.650000,8.670000,8.330000,8.420000,8.420000,2047100,,16340.599609,16345.900391,16294.299805,16336.500000,16336.500000,175136900
19-04-10,8.420000,8.570000,8.370000,8.550000,8.550000,1223900,,16369.000000,16409.800781,16368.000000,16396.300781,16396.300781,213547500
19-04-11,8.590000,8.680000,8.240000,8.250000,8.250000,2085400,,16412.800781,16471.800781,16399.500000,16399.500000,16399.500000,230076600
19-04-12,8.380000,8.430000,8.300000,8.370000,8.370000,1000900,,16473.900391,16487.099609,16437.300781,16480.500000,16480.500000,195851400
19-04-15,8.330000,8.400000,7.950000,8.000000,8.000000,2369000,,16459.900391,16532.699219,16443.300781,16515.500000,16515.500000,194884000
19-04-16,7.990000,8.210000,7.860000,7.900000,7.900000,2157300,,16537.699219,16553.400391,16498.599609,16502.199219,16502.199219,202476900
19-04-17,8.340000,8.890000,8.110000,8.850000,8.850000,6093100,,16535.900391,16553.400391,16495.699219,16544.199219,16544.199219,333377300
19-04-18,9.200000,9.270000,8.750000,8.990000,8.990000,5957200,,16558.500000,16615.099609,16557.500000,16612.800781,16612.800781,195729700
19-04-22,9.180000,9.500000,9.030000,9.410000,9.410000,5245500,,16607.199219,16616.300781,16552.800781,16577.300781,16577.300781,169942700
19-04-23,9.420000,9.450000,9.220000,9.350000,9.350000,3041400,,16591.599609,16672.699219,16581.099609,16669.400391,16669.400391,221708500
19-04-24,9.410000,9.600000,9.290000,9.600000,9.600000,3241700,,16642.099609,16666.000000,16572.099609,16586.500000,16586.500000,212959200
19-04-25,9.620000,9.770000,9.560000,9.660000,9.660000,2752500,,16567.199219,16593.199219,16527.900391,16576.099609,16576.099609,278775000
19-04-26,9.740000,10.500000,9.720000,10.480000,10.480000,7646900,,16554.300781,16615.199219,16515.500000,16613.500000,16613.500000,282659400
19-04-29,10.840000,11.290000,10.700000,11.110000,11.110000,6319000,,16612.099609,16642.099609,16589.800781,16600.400391,16600.400391,180944800
19-04-30,11.050000,11.090000,10.420000,10.440000,10.440000,5253000,,16582.699219,16618.800781,16544.599609,16580.699219,16580.699219,207324200
19-05-01,10.600000,10.930000,10.450000,10.520000,10.520000,3438600,,16580.599609,16604.900391,16493.800781,16502.800781,16502.800781,220860600
19-05-02,10.640000,10.670000,9.770000,10.030000,10.030000,4614300,,16485.000000,16492.900391,16402.199219,16410.900391,16410.900391,255495300
19-05-03,10.220000,10.500000,10.170000,10.360000,10.360000,3103600,,16467.699219,16496.599609,16430.000000,16494.400391,16494.400391,202157100
19-05-06,9.890000,10.470000,9.770000,10.380000,10.380000,2250800,,16332.799805,16493.500000,16327.099609,16493.500000,16493.500000,197204000
19-05-07,10.290000,10.370000,9.910000,10.050000,10.050000,2483600,,16378.000000,16408.500000,16317.900391,16357.799805,16357.799805,248842000
19-05-08,10.120000,10.240000,9.960000,10.130000,10.130000,1805800,,16349.099609,16451.400391,16347.200195,16397.400391,16397.400391,213596600
19-05-09,10.190000,10.250000,9.790000,9.880000,9.880000,2303300,,16342.099609,16379.000000,16258.900391,16321.799805,16321.799805,224368300
19-05-10,9.800000,9.910000,9.530000,9.550000,9.550000,3235000,,16278.299805,16351.700195,16139.000000,16297.599609,16297.599609,233580500
19-05-13,9.350000,9.350000,8.810000,8.860000,8.860000,3380600,,16158.200195,16199.900391,16111.299805,16193.400391,16193.400391,232643800
19-05-14,9.170000,9.340000,9.140000,9.250000,9.250000,2300400,,16227.400391,16320.900391,16206.200195,16284.500000,16284.500000,205376300
19-05-15,9.250000,9.740000,9.070000,9.710000,9.710000,2992500,,16237.799805,16341.299805,16229.700195,16318.099609,16318.099609,203556400
19-05-16,9.820000,9.930000,9.560000,9.620000,9.620000,2466300,,16361.099609,16461.900391,16349.700195,16443.900391,16443.900391,207250700
19-05-17,9.500000,9.590000,9.130000,9.250000,9.250000,2260700,,16383.500000,16456.099609,16376.799805,16401.800781,16401.800781,182489100
19-05-21,9.300000,9.450000,9.300000,9.330000,9.330000,1228900,,16383.299805,16426.500000,16354.299805,16426.500000,16426.500000,218951700
19-05-22,9.330000,9.500000,9.140000,9.200000,9.200000,1595600,,16345.799805,16355.099609,16308.799805,16327.400391,16327.400391,197464300
19-05-23,9.160000,9.200000,8.800000,8.920000,8.920000,2094000,,16228.500000,16228.500000,16105.500000,16164.599609,16164.599609,243742200
19-05-24,9.110000,9.280000,9.020000,9.040000,9.040000,1525300,,16221.700195,16251.500000,16181.599609,16230.000000,16230.000000,192188500
19-05-27,9.110000,9.430000,9.090000,9.340000,9.340000,1450500,,16241.400391,16346.700195,16238.299805,16346.700195,16346.700195,73315600
19-05-28,9.490000,9.690000,9.365000,9.550000,9.550000,3820200,,16326.900391,16355.500000,16266.299805,16297.500000,16297.500000,396196700
19-05-29,9.450000,9.460000,9.150000,9.290000,9.290000,1553500,,16196.000000,16215.299805,16105.000000,16131.500000,16131.500000,206795300
19-05-30,9.390000,9.480000,8.970000,9.050000,9.050000,1211500,,16144.900391,16151.599609,16062.500000,16089.200195,16089.200195,171203300
19-05-31,8.900000,9.020000,8.520000,8.670000,8.670000,2253700,,15997.700195,16047.400391,15963.299805,16037.500000,16037.500000,224730200
19-06-03,8.670000,8.890000,8.350000,8.390000,8.390000,2138700,,16053.500000,16105.900391,15960.900391,16015.900391,16015.900391,223718800
19-06-04,8.530000,8.710000,8.430000,8.710000,8.710000,2077700,,16075.599609,16166.200195,16027.299805,16166.200195,16166.200195,211115800
19-06-05,8.960000,8.970000,8.430000,8.470000,8.470000,2195500,,16219.500000,16224.799805,16128.599609,16212.700195,16212.700195,230596500
19-06-06,8.500000,8.520000,8.210000,8.370000,8.370000,1092900,,16237.400391,16241.599609,16175.099609,16227.799805,16227.799805,164790400
19-06-07,8.350000,8.650000,8.270000,8.510000,8.510000,1706800,,16237.299805,16277.400391,16220.700195,16231.000000,16231.000000,171066300
19-06-10,8.780000,8.810000,8.630000,8.760000,8.760000,1448600,,16234.400391,16262.200195,16201.599609,16216.299805,16216.299805,172571600
19-06-11,8.950000,9.020000,8.625000,8.790000,8.790000,2050300,,16290.099609,16302.000000,16228.200195,16248.799805,16248.799805,178845100
19-06-12,8.740000,8.760000,8.460000,8.530000,8.530000,1676600,,16201.700195,16253.299805,16199.900391,16227.200195,16227.200195,190864300
19-06-13,8.200000,8.260000,7.730000,7.810000,7.810000,5649200,,16261.099609,16267.099609,16213.299805,16239.299805,16239.299805,184289900
19-06-14,7.800000,7.800000,7.370000,7.520000,7.520000,3420100,,16228.099609,16325.400391,16190.900391,16301.900391,16301.900391,170254100
19-06-17,7.580000,7.610000,7.250000,7.360000,7.360000,2739900,,16301.700195,16360.099609,16286.500000,16353.500000,16353.500000,185238200
19-06-18,7.440000,7.530000,7.280000,7.420000,7.420000,2100100,,16451.500000,16527.300781,16448.800781,16503.400391,16503.400391,218953000
19-06-19,7.470000,7.730000,7.380000,7.630000,7.630000,1863300,,16515.400391,16529.599609,16492.300781,16511.800781,16511.800781,190088100
19-06-20,7.730000,7.845000,7.610000,7.680000,7.680000,1807500,,16585.900391,16603.900391,16548.400391,16574.800781,16574.800781,235060200
19-06-21,7.530000,7.530000,7.250000,7.400000,7.400000,2233300,,16558.900391,16558.900391,16508.400391,16525.400391,16525.400391,493939000
19-06-24,7.380000,7.385000,7.010000,7.060000,7.060000,2635400,,16527.099609,16547.800781,16506.800781,16523.500000,16523.500000,198177100
